127.4	161.7
159.4	131.2
145.0	116.2
146.0	166.2
158.0	121.2
140.0	150.2
168.1	161.7
132.1	149.7
118.4	131.2
173.7	117.7
177.0	167.7
120.4	142.7
156.4	142.2
157.4	165.2
143.4	121.2
158.4	123.7
165.4	163.7
141.4	111.2
159.4	126.2
159.4	134.2
146.4	125.7
161.4	143.7
174.1	154.7
161.4	153.7
169.7	113.7
125.7	161.7
170.4	153.2
174.4	165.2
178.4	151.2
120.4	139.2
145.8	140.2
123.8	139.7
139.4	165.2
163.1	158.7
175.1	112.2
155.1	119.2
139.1	147.2
176.1	126.2
131.4	116.7
140.4	139.2
152.7	146.7
149.1	144.2
174.1	137.2
126.1	118.2
120.1	125.2
169.4	152.2
140.4	141.2
148.4	161.2
160.4	134.2
178.4	148.2
157.4	123.2
122.4	149.2
143.4	167.2
164.1	145.7
146.1	130.7
144.0	162.7
159.4	136.7
137.4	117.7
163.1	117.7
132.1	171.7
133.4	141.7
175.4	121.7
133.0	116.7
167.7	125.7
165.7	145.2
177.7	171.2
145.7	135.2
175.4	146.7
144.4	137.7
159.1	140.7
158.7	149.7
143.7	125.7
131.7	137.7
162.7	169.2
134.7	163.2
123.4	160.7
160.0	116.2
173.7	175.2
164.7	152.2
178.7	137.7
175.7	135.7
138.4	117.7
176.4	171.7
160.0	173.7
119.7	142.2
157.4	159.7
171.4	127.2
140.4	173.2
175.4	130.2
138.0	152.2
172.0	150.2
163.0	130.2
141.3	163.7
164.3	160.7
131.0	168.2
129.6	117.7
179.0	162.2
121.0	165.2
176.4	164.2
152.1	156.7
177.4	147.2
136.4	160.2
120.4	142.7
152.0	159.7
155.7	150.2
157.7	127.7
172.7	132.7
174.7	133.2
163.7	165.7
166.8	144.7
143.8	142.2
152.7	160.2
138.7	164.2
151.7	124.2
142.7	153.2
143.7	123.7
151.7	139.7
130.7	131.7
160.7	121.7
157.7	136.2
171.7	129.2
120.1	164.2
131.4	130.2
142.7	160.7
125.7	151.2
161.5	166.2
120.8	157.8
128.1	129.2
168.4	165.2
121.7	163.2
156.7	167.7
145.8	161.7
176.7	131.2
171.7	178.2
160.7	141.2
130.4	150.2
157.4	147.8
148.0	140.8
173.3	139.2
171.4	170.8
177.1	126.2
176.1	150.2
139.1	120.2
130.1	168.3
153.4	135.8
153.4	164.8
130.4	173.3
120.7	133.3
171.7	174.8
130.4	137.3
176.7	131.3
154.7	142.8
167.1	138.3
162.0	143.3
160.7	133.8
173.1	130.8
132.1	178.8
162.1	148.8
175.1	145.8
135.1	179.8
139.1	167.8
168.8	172.3
134.8	182.3
155.1	153.3
176.8	171.3
118.7	133.3
149.0	175.3
124.1	151.8
152.4	173.3
162.4	126.3
144.4	142.3
159.4	176.3
174.7	165.3
174.7	175.8
140.4	147.8
148.4	129.8
152.4	175.8
170.1	139.3
173.0	155.3
146.3	155.3
151.0	168.3
168.7	136.3
176.8	141.8
139.4	164.3
124.4	159.3
121.8	180.8
153.8	132.3
135.8	183.3
132.1	166.3
141.7	126.8
120.7	134.3
152.4	171.8
166.4	147.8
149.1	130.3
152.1	163.3
143.1	125.3
118.1	133.8
168.4	128.3
171.4	130.8
121.1	129.3
178.0	140.8
149.0	133.8
176.4	170.3
173.4	148.3
141.4	164.3
148.1	168.8
141.4	182.3
177.7	169.3
161.7	127.8
139.7	158.8
131.4	183.3
140.4	179.3
134.7	156.8
120.7	140.3
169.7	141.3
169.3	134.8
166.0	174.8
124.4	150.8
159.1	179.3
133.4	131.8
155.7	164.3
126.0	179.8
158.7	179.3
171.7	179.3
138.7	180.8
132.3	152.3
121.7	175.8
142.7	137.8
150.7	180.8
141.7	133.8
144.7	149.8
126.4	157.3
173.4	190.3
152.4	154.8
127.4	176.3
135.1	140.3
173.1	148.8
148.7	141.8
156.7	190.3
123.7	145.8
140.1	186.3
135.7	177.8
164.7	139.3
169.0	159.3
135.0	155.3
120.7	143.3
178.7	172.3
119.7	190.3
137.7	136.8
161.7	162.8
125.7	175.4
147.4	193.4
142.8	196.4
170.8	155.9
121.1	164.4
177.1	197.4
130.1	182.9
156.8	152.4
138.8	190.9
138.5	170.4
143.5	173.4
145.8	167.4
121.8	201.4
120.5	169.4
142.1	200.9
140.1	208.4
133.5	154.4
152.5	172.4
174.5	157.4
176.4	170.4
176.4	169.9
120.5	186.4
161.5	154.4
131.5	200.9
117.5	186.9
177.1	151.9
147.5	203.4
160.5	163.4
133.9	155.4
156.1	168.4
130.1	208.4
155.1	188.4
149.8	155.9
155.8	195.9
137.8	198.4
150.5	187.9
153.5	190.9
153.5	203.4
164.1	183.4
118.4	195.4
144.1	157.9
162.1	158.9
176.1	186.9
144.1	200.4
154.7	208.4
135.1	190.9
139.5	182.9
120.8	209.4
171.8	178.9
119.5	187.9
174.5	163.9
120.5	179.4
171.5	196.9
124.2	213.4
141.2	193.9
142.8	196.4
125.2	174.9
156.2	156.4
123.5	165.4
170.5	154.4
175.5	196.4
177.5	213.4
129.2	175.9
165.5	169.9
154.5	195.9
163.5	204.4
141.5	171.9
137.5	154.9
163.1	177.9
172.5	205.9
169.1	162.9
176.2	174.9
134.1	157.4
147.8	165.9
167.5	161.9
177.2	175.4
160.1	202.9
160.5	205.9
149.1	206.4
167.5	175.9
146.2	212.9
164.4	174.4
177.8	177.9
147.9	197.4
161.1	208.9
154.1	171.4
166.1	194.4
166.6	175.9
155.8	210.9
155.8	205.9
140.5	171.4
174.2	207.9
152.5	206.4
141.5	189.9
148.8	180.4
168.8	157.9
124.1	164.4
134.1	190.9
126.1	211.4
170.1	178.4
140.8	176.4
154.8	203.4
130.2	186.4
153.5	197.4
161.8	199.9
153.2	176.9
122.2	201.9
118.8	194.4
147.8	193.4
147.8	188.9
130.8	207.9
168.5	204.4
126.1	199.4
159.5	217.0
172.2	213.5
134.8	178.4
145.8	181.9
134.8	201.4
138.2	185.0
139.2	191.0
157.2	185.0
135.5	179.0
149.5	196.0
172.5	196.0
120.1	162.5
172.5	181.0
119.5	167.0
132.5	208.0
143.2	197.5
168.5	214.0
149.6	185.5
118.6	207.0
162.5	189.5
140.2	193.0
164.5	175.0
175.5	186.0
142.5	212.0
148.5	216.0
122.8	218.5
124.8	171.0
122.8	183.0
149.8	216.0
143.8	198.0
155.5	208.0
133.5	175.0
118.8	212.0
132.2	192.5
173.8	216.0
154.2	218.0
177.5	220.5
164.5	195.5
158.5	173.0
153.5	176.0
168.5	176.5
154.8	168.0
138.8	198.5
133.8	221.0
152.8	165.5
125.8	167.0
173.8	182.5
154.8	221.5
147.8	214.5
122.5	213.0
157.5	220.0
148.5	189.0
135.1	216.0
152.8	209.5
121.5	204.0
164.5	192.0
156.5	170.0
172.5	212.5
145.8	181.0
146.5	223.5
153.2	216.5
123.6	194.0
128.9	199.5
133.5	208.5
122.5	206.0
157.2	182.0
167.2	167.5
174.8	200.5
164.2	196.0
137.8	211.0
127.8	205.0
175.8	203.5
124.8	208.0
176.5	177.0
150.2	204.5
162.2	210.5
134.5	197.0
133.9	194.0
167.5	180.5
141.5	203.0
135.5	218.0
176.2	207.0
147.6	206.5
168.9	186.0
117.9	216.5
141.9	222.5
158.8	176.0
127.2	173.5
168.8	223.5
116.9	199.5
162.1	207.0
176.2	195.0
154.2	186.0
151.2	190.0
129.5	189.5
157.5	185.5
173.5	209.5
143.5	203.5
140.9	209.5
145.9	204.5
131.9	173.5
150.9	217.5
126.2	185.5
128.5	222.5
165.5	216.5
128.5	198.5
128.2	210.0
168.5	172.5
